製作日期: 2025-04-10 15:55:03,,,,篩選日期: 2025-01-01 00:17:00 ~ 2025-04-08 23:59:59,,,,,
收文清單,,,,,,,,,
共 97 件公文,,,,,,,,,
序號,收文日期,公文日期,類別,字,文號,主旨,發文單位,受文單位,狀態
14,2025-03-26 09:58:15,中華民國114年3月26日,函,桃工用,1140010631,"檢送本局114年3月19日（星期三）辦理本市「楊梅區新農街378巷13弄道路打通」用地取得協議價購土地市價審查會議記錄1份，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
15,2025-03-25 09:43:44,中華民國114年3月25日,函,府建都,1140071664,"有關「114年度南投縣都市計畫樁位測補釘案委託技術服務案(開口契約)」1案，本府訂於114年3月26日(星期三)下午2時30分於本府B棟2樓都市計畫科會議室議價，屆時請攜帶公司大小章並派人(非公司負責人請攜帶委託代理授權書及身分證明文件)參加，請查照。
",南投縣政府,"EB50819619
乾坤測繪科技有限公司",收文完成
16,2025-03-24 11:18:34,中華民國114年3月24日,函,桃工用,1140010630,"有關貴公司提送「112至113年度桃園市轄內興辦公共設施工程用地取得所需土地市價及地上物查估、測量作業暨相關計畫書製作委託專業服務(開口契約)」－派工單(076)之「新屋區中華南路一段(福九路至高鐵南路七段)道路拓寬工程」測量作業成果一案，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
17,2025-03-24 10:25:40,中華民國114年3月24日,函,桃工用,1140010575,"有關貴公司檢送「泰豐工商綜合區聯外道路案」控制測量、1/500地形量及導線測量作業成果審查一案，詳如說明，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
18,2025-03-21 17:16:29,中華民國114年3月21日,函,府建都,1140070012,"有關本府辦理「113年度南投縣都市計畫樁位測補釘案委託技術服務案(開口契約)案」(第三次派工)都市計畫樁位補建點交乙案，如說明，請查照。
",南投縣政府,"EB50819619
乾坤測繪科技有限公司",收文完成
19,2025-03-21 10:07:58,中華民國114年3月21日,開會通知單,桃工用,1140009841,"本市「八德區和強路(和平路至延平路)拓寬工程」用地取得協議價購土地市價審查會議
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
20,2025-03-21 09:52:18,中華民國114年3月21日,函,桃工用,1140010187,"檢送本局114年3月14日辦理「本市大溪區大鶯路60巷道路拓寬工程」現場會勘紀錄1份，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
21,2025-03-20 13:46:30,中華民國114年3月20日,函,桃工用,1140010283,"有關貴公司檢送「112至113年度桃園市轄內興辦公共設施工程用地取得所需土地市價及地上物查估、測量作業暨相關計畫書製作委託專業服務(開口契約)」－派工單(077)之「龍潭區龍新路三和段(桃20)直坑尾橋至新竹縣交界道路拓寬」導線測量及1/1000地形測量作業成果乙式，同意核定，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
22,2025-03-20 11:02:22,中華民國114年3月20日,函,桃工用,1140009861,"函轉「泰豐工商綜合區聯外道路案(中華路二段至忠信路)道路拓寬工程」土地界址測量一案，案涉道路界址點樁作業，請貴公司派員與會，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
23,2025-03-20 09:08:23,中華民國114年3月20日,函,桃工用,1140009847,"有關貴公司檢送「楊梅體育園區內通路(裕成南路至瑞溪路)道路工程」控制測量、1/500地形測量及導線測量作業成果審查一案，詳如說明，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
24,2025-03-19 14:08:31,中華民國114年3月19日,函,桃工用,11400096691,"為辦理「114年度桃園市都市計畫內公共設施完竣地區調查及範圍劃定管理系統建置計畫」採購案議約作業一案，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
25,2025-03-19 10:15:02,中華民國114年3月18日,函,府建都,1140061915,"有關本府辦理「112年度南投縣都市計畫樁位測補釘案委託技術服務案(開口契約)」第1、2次派工都市計畫樁位逕為分割疑義1案，如說明，請查照。
",南投縣政府,"EB50819619
乾坤測繪科技有限公司",收文完成
26,2025-03-18 12:10:08,中華民國114年3月18日,函,全盛資,1140000000,"測試測試測試
",全盛資訊科技股份有限公司,"EB50819619
乾坤測繪科技有限公司",收文完成
27,2025-03-18 11:42:35,中華民國114年3月18日,函,桃工用,1140009745,"有關貴公司承攬本局「112至113年度桃園市轄內興辦公共設施工程用地取得所需土地市價及地上物查估、測量作業暨相關計畫書製作委託專業服務(開口契約)」第85次派工「龍潭區龍新路道路拓寬(直坑尾橋至三和段1240巷)」市價查估作業一案，詳如說明，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
28,2025-03-17 14:26:31,中華民國114年3月17日,函,桃工用,1140008386,"為辦理本市「中壢區龍勇路（興元路至龍仁路）道路拓寬工程」土地徵收查估市價提報本市地價及標準地價評議委員會評議一案，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
29,2025-03-14 11:08:45,中華民國114年3月14日,開會通知單,桃工用,1140009093,"本市桃園區「國強一街至文中路道路開闢工程」及「同德十二街道路開闢工程」用地取得協議價購土地市價審查會議
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
30,2025-03-13 15:39:03,中華民國114年3月13日,開會通知單,桃工用,1140008216,"本市「楊梅區新農街378巷13弄道路打通」用地取得協議價購土地市價審查會議
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
31,2025-03-13 14:06:57,中華民國114年3月13日,函,桃工用,1140008370,"為辦理本市「中壢區龍岡路/4-1-10M計畫道路路口瓶頸打通工程」土地徵收查估市價提報本市地價及標準地價評議委員會評議一案，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
32,2025-03-12 11:54:15,中華民國114年3月12日,函,桃工用,1140008716,"有關貴公司承攬本局「112至113年度桃園市轄內興辦公共設施工程用地取得所需土地市價及地上物查估、測量作業暨相關計畫書製作委託專業服務(開口契約)」第84次派工「桃園區同德十二街道路開闢工程」一案，詳如說明，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
33,2025-03-12 11:54:07,中華民國114年3月12日,函,桃工用,1140008715,"有關貴公司承攬本局「112至113年度桃園市轄內興辦公共設施工程用地取得所需土地市價及地上物查估、測量作業暨相關計畫書製作委託專業服務(開口契約)」第83次派工桃園區「國強一街至文中路道路開闢工程」市價查估作業一案，詳如說明，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
34,2025-03-11 10:12:57,中華民國114年3月11日,開會通知單,桃工用,1140008474,"有關本局辦理「桃園區民光東路至三元街周邊綠地及道路」地上物查估作業，請台端等11人依排定時間及攜帶相關文件會同協助辦理查估確認事宜，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
35,2025-03-11 09:37:12,中華民國114年3月10日,函,桃工用,1140008146,"有關貴公司承攬本局「112至113年度桃園市轄內興辦公共設施工程用地取得所需土地市價及地上物查估、測量作業暨相關計畫書製作委託專業服務(開口契約)」，第47次派工「桃園區同德十二街道路開闢工程」及第55次派工桃園區「國強一街至文中路道路開闢工程」協議價購市價查估作業一案，詳如說明，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
36,2025-03-10 11:33:49,中華民國114年3月10日,函,桃工用,1140008198,"有關貴公司承攬本局「112至113年度桃園市轄內興辦公共設施工程用地取得所需土地市價及地上物查估、測量作業暨相關計畫書製作委託專業服務(開口契約)」，第48次派工「八德區和強路(和平路至延平路)拓寬工程」市價查估作業一案，詳如說明，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
37,2025-03-10 11:33:41,中華民國114年3月10日,函,桃工用,1140008118,"有關本府養護工程處訂於114年3月13日下午2時辦理本市蘆竹區南山段362地號土地地上物權屬釐清，屆時請貴公司派員出席一併辦理地上物查估作業，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
38,2025-03-10 11:33:34,中華民國114年3月10日,函,桃工用,11400081751,"有關本市「平鎮區平東路239巷94弄至華安街道路工程」及「楊梅區新農街378巷13弄道路打通」用地取得土地徵收補償查估審議2案，詳如說明，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
39,2025-03-06 11:40:01,中華民國114年3月6日,開會通知單,中分局養,1145007101,"「埔里工務段、信義工務段優先關注邊坡光達應用暨進階圖資建置計畫(第六期)」整年度綜合評估建議報告審查會
",交通部公路局中區養護工程分局,"EB50819619
乾坤測繪科技有限公司",收文完成
40,2025-03-05 15:46:17,中華民國114年3月5日,函,桃工用,1140007778,"檢送本局114年3月3日召開本市大溪區「大漢溪左岸新闢道路工程」用地取得協議價購市價審查會議紀錄1份，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
41,2025-03-05 14:29:38,中華民國114年3月4日,函,北地二,1140001118,"本所辦理「114年度委外辦理圖根點補建、新建作業」採購(案號：1140114)，由証揚土地開發有限公司取得優先議價後承接決標，請查照。
",彰化縣北斗地政事務所,"EB50819619
乾坤測繪科技有限公司",收文完成
42,2025-03-05 12:10:09,中華民國114年3月5日,開會通知單,青工,1140000169,"「台8線117k+400災害路段長期改善評估(含測量及地質探查委託服務工作)」協力廠商進場前安全衛生協議組織會議
",青山工程顧問股份有限公司,"EB50819619
乾坤測繪科技有限公司",收文完成
43,2025-03-05 11:08:05,中華民國114年3月5日,函,桃工用,1140007538,"檢送本局114年3月3日召開本市「龜山區長慶一街(長慶一街至長庚路)」道路開闢」用地取得協議價購市價審查會議紀錄1份，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
44,2025-03-03 12:58:40,中華民國114年3月3日,開會通知單,桃工用,11400074001,"「114年度桃園市都市計畫內公共設施完竣地區調查及範圍劃定管理系統建置計畫」評選會議
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
45,2025-02-27 12:54:55,中華民國114年2月27日,會勘通知單,桃工用,1140006997,"「本市大溪區大鶯路60巷道路拓寬工程」現場會勘
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
46,2025-02-27 12:54:46,中華民國114年2月27日,函,府建都,1140050407,"檢送本府114年2月25日召開114年度南投市東施厝坪段地籍圖重測及都市計畫樁位偏差研商結果乙份，請查照。
",南投縣政府,"EB50819619
乾坤測繪科技有限公司",收文完成
47,2025-02-25 16:28:37,中華民國114年2月25日,開會通知單,府工用,11400445547,"本市「新屋區中華南路一段(福九路至高鐵南路七段)道路拓寬工程」協議價購或以其他方式取得會議(第8場)
",桃園市政府,"EB50819619
乾坤測繪科技有限公司",收文完成
48,2025-02-25 16:28:29,中華民國114年2月25日,開會通知單,府工用,11400445548,"本市「新屋區中華南路一段(福九路至高鐵南路七段)道路拓寬工程」協議價購或以其他方式取得會議(第9場)
",桃園市政府,"EB50819619
乾坤測繪科技有限公司",收文完成
49,2025-02-25 16:28:22,中華民國114年2月25日,開會通知單,府工用,11400445546,"本市「新屋區中華南路一段(福九路至高鐵南路七段)道路拓寬工程」協議價購或以其他方式取得會議(第7場)
",桃園市政府,"EB50819619
乾坤測繪科技有限公司",收文完成
50,2025-02-25 16:25:23,中華民國114年2月25日,開會通知單,府工用,11400445543,"本市「新屋區中華南路一段(福九路至高鐵南路七段)道路拓寬工程」協議價購或以其他方式取得會議(第4場)
",桃園市政府,"EB50819619
乾坤測繪科技有限公司",收文完成
51,2025-02-25 16:25:14,中華民國114年2月25日,開會通知單,府工用,11400445545,"本市「新屋區中華南路一段(福九路至高鐵南路七段)道路拓寬工程」協議價購或以其他方式取得會議(第6場)
",桃園市政府,"EB50819619
乾坤測繪科技有限公司",收文完成
52,2025-02-25 16:25:05,中華民國114年2月25日,開會通知單,府工用,11400445541,"本市「新屋區中華南路一段(福九路至高鐵南路七段)道路拓寬工程」協議價購或以其他方式取得會議(第2場)
",桃園市政府,"EB50819619
乾坤測繪科技有限公司",收文完成
53,2025-02-25 16:09:13,中華民國114年2月25日,開會通知單,府工用,1140044554,"本市「新屋區中華南路一段(福九路至高鐵南路七段)道路拓寬工程」協議價購或以其他方式取得會議(第1場)
",桃園市政府,"EB50819619
乾坤測繪科技有限公司",收文完成
54,2025-02-25 16:09:01,中華民國114年2月25日,開會通知單,府工用,11400445544,"本市「新屋區中華南路一段(福九路至高鐵南路七段)道路拓寬工程」協議價購或以其他方式取得會議(第5場)
",桃園市政府,"EB50819619
乾坤測繪科技有限公司",收文完成
55,2025-02-25 16:08:53,中華民國114年2月25日,開會通知單,府工用,11400445542,"本市「新屋區中華南路一段(福九路至高鐵南路七段)道路拓寬工程」協議價購或以其他方式取得會議(第3場)
",桃園市政府,"EB50819619
乾坤測繪科技有限公司",收文完成
56,2025-02-25 15:40:31,中華民國114年2月25日,函,桃工用,1140006476,"為貴公司承攬本局「112至113年度桃園市轄內興辦公共設施工程用地取得所需土地市價及地上物查估、測量作業暨相關計畫書製作委託專業服務(開口契約)」一案，詳如說明，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
57,2025-02-25 11:43:02,中華民國114年2月25日,函,桃工用,1140006317,"有關貴公司承攬本局「112至113年度桃園市轄內興辦公共設施工程用地取得所需土地市價及地上物查估、測量作業暨相關計畫書製作委託專業服務(開口契約)」更換執行查估作業協力廠商一案，詳如說明，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
58,2025-02-20 15:58:29,中華民國114年2月20日,函,桃工用,1140006350,"檢送本局114年2月18日辦理本市「桃園區興二街(興二街14巷至興二街)」用地取得協議價購土地市價審查會議紀錄1份，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
59,2025-02-20 15:58:21,中華民國114年2月20日,函,桃工用,1140006071,"有關貴公司檢送「112至113年度桃園市轄內興辦公共設施工程用地取得所需土地市價及地上物查估、測量作業暨相關計畫書製作委託專業服務(開口契約)」派工單(071)之「楊梅區高上路二段拓寬(路口改善)」控制測量、1/1000地形測量及導線測量作業成果核定版1式3份及光碟1份，同意核定，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
60,2025-02-19 16:35:36,中華民國114年2月19日,函,府建都,1140040503,"檢送114年1月22日辦理「南投市光華段1062地號土地逕為分割1案」現場樁位點交作業紀錄乙份，請查照。
",南投縣政府,"EB50819619
乾坤測繪科技有限公司",收文完成
61,2025-02-19 12:45:52,中華民國114年2月19日,函,桃工用,1140006009,"本局原訂於114年2月20日(星期四)上午10時於本局研討室(一)召開桃園市桃園區「經國路208巷打通至南通路21巷」用地取得協議價購土地市價審查會議(第2次)，改為書面審查修改報告書，俾利確保時效性，故旨案第2次市價審查會議取消，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
62,2025-02-18 12:10:29,中華民國114年2月18日,開會通知單,桃工用,1140005869,"本市「龜山區長慶一街(長慶一街至長庚路)」道路開闢用地取得協議價購土地市價審查會議
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
63,2025-02-17 08:43:00,中華民國114年2月16日,函,教基,1131208001,"為支持政府將英語定為第二官方語言並強化全民外語能力，本基金會提供以下補助方案：一、補助學員參加新制多益課程以協助取得證照；二、補助學員參加中級英檢課程以協助取得證照；三、補助學員參加旅遊英文應用對話班；四、補助學員參加英文歌唱班。
",臺北市一口氣英語教育基金會,"EB50819619
乾坤測繪科技有限公司",收文完成
64,2025-02-14 11:18:00,中華民國114年2月14日,開會通知單,府建都,1140034642,"召開114年度南投市東施厝坪段地籍圖重測及都市計畫樁位偏差研商會議
",南投縣政府,"EB50819619
乾坤測繪科技有限公司",收文完成
65,2025-02-13 16:58:03,中華民國114年2月13日,函,桃工用,1140005092,"有關本府召開本市地價及標準地價評議委員會114年第2次會議，詳如說明，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
66,2025-02-11 14:48:19,中華民國114年2月11日,函,桃工用,1140004776,"有關貴公司辦理「112至113年度桃園市轄內興辦公共設施工程用地取得所需土地市價及地上物查估、測量作業暨相關計畫書製作委託專業服務(開口契約)」派工單(071)之「楊梅區高上路二段拓寬(路口改善)」控制測量、導線測量及1/1000地形測量作業案，詳如說明，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
67,2025-02-07 15:17:38,中華民國114年2月7日,函,府工用,11400279591,"檢送本府114年2月4日辦理本市「平鎮區金陵路五、六段替代道路新闢工程」用地取得協議價購或以其他方式取得會議(第5場)紀錄1份，請查照。
",桃園市政府,"EB50819619
乾坤測繪科技有限公司",收文完成
68,2025-02-07 15:17:30,中華民國114年2月7日,函,府工用,1140027959,"檢送本府114年2月4日辦理本市「平鎮區金陵路五、六段替代道路新闢工程」用地取得協議價購或以其他方式取得會議(第4場)紀錄1份，請查照。
",桃園市政府,"EB50819619
乾坤測繪科技有限公司",收文完成
69,2025-02-07 15:17:20,中華民國114年2月7日,函,府工用,11400279592,"檢送本府114年2月4日辦理本市「平鎮區金陵路五、六段替代道路新闢工程」用地取得協議價購或以其他方式取得會議(第6場)紀錄1份，請查照。
",桃園市政府,"EB50819619
乾坤測繪科技有限公司",收文完成
70,2025-02-06 13:59:39,中華民國114年2月6日,函,桃工用,1140004377,"檢送本局114年1月16日辦理本市楊梅區「榮平路(台66快速路五段至榮平路268巷)道路改善工程」樁位成果點交會勘紀錄及相關資料各1份，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
71,2025-02-05 14:17:14,中華民國114年2月5日,開會通知單,桃工用,1140003982,"桃園市桃園區「經國路208巷打通至南通路21巷」用地取得協議價購土地市價審查會議(第2次)
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
72,2025-02-04 16:24:40,中華民國114年2月3日,函,北地二,1140000523C,"有關114年度委外辦理圖根點補建、新建作業採購案，本所訂於114年2月20日下午2時於3樓會議室召開評審會議，屆時請貴公司依本案評審須知備妥相關資料並派員出席簡報，請查照。
",彰化縣北斗地政事務所,"EB50819619
乾坤測繪科技有限公司",收文完成
73,2025-02-04 16:24:32,中華民國114年2月4日,函,桃工用,1140003504,"檢退貴公司提送「桃園區國強一街至文中路道路開闢工程」地上物查估作業成果電子檔一案，詳如說明，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
74,2025-01-22 11:08:38,中華民國114年1月22日,函,桃工用,1140002528,"檢送本局114年1月8日辦理「桃園市桃園區『經國路208巷打通至南通路21巷』用地取得協議價購土地市價審查會議」會議紀錄1份，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
75,2025-01-20 08:24:14,中華民國114年1月17日,函,桃工用,1140002754,"檢送本局114年1月15日召開「龍潭區龍新路(桃20)霄裡溪至三和國小道路拓寬(一期)」道路中心及路權樁確認會勘紀錄(第2次)1份，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
76,2025-01-17 16:23:21,中華民國114年1月17日,開會通知單,府工用,11400099681,"本市「平鎮區金陵路五、六段替代道路新闢工程」用地取得協議價購或以其他方式取得會議(第5場)
",桃園市政府,"EB50819619
乾坤測繪科技有限公司",收文完成
77,2025-01-17 16:23:13,中華民國114年1月17日,開會通知單,府工用,1140009968,"本市「平鎮區金陵路五、六段替代道路新闢工程」用地取得協議價購或以其他方式取得會議(第4場)
",桃園市政府,"EB50819619
乾坤測繪科技有限公司",收文完成
78,2025-01-17 16:23:00,中華民國114年1月17日,開會通知單,府工用,11400099682,"本市「平鎮區金陵路五、六段替代道路新闢工程」用地取得協議價購或以其他方式取得會議(第6場)
",桃園市政府,"EB50819619
乾坤測繪科技有限公司",收文完成
79,2025-01-15 13:43:44,中華民國114年1月15日,開會通知單,桃工用,1140002212,"本市「桃園區興二街(興二街14巷至興二街)」用地取得協議價購土地市價審查會議
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
80,2025-01-14 16:29:00,中華民國114年1月14日,開會通知單,桃工用,1140001416,"本市「桃園區興二街(興二街14巷至興二街)」用地取得協議價購土地市價審查會議
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
81,2025-01-13 11:46:20,中華民國114年1月13日,函,桃工用,1140001737,"檢送本局辦理本市「新屋區中華南路一段(福九路至高鐵南路七段)道路拓寬工程」案，用地取得土地協議價購市價查估作業成果(修正後)一份，請貴局(所)協助審查，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
82,2025-01-13 08:13:03,中華民國114年1月10日,函,測秘,1141300069,"為支付貴校與乾坤測繪科技有限公司及陶林數值測量工程有限公司共同承攬本中心「112年及113年多維度空間資訊基礎圖資監審工作採購案（第1作業區）」（案號：（案號：NLSC－112－18）第7階段作業款案，復請查照。
",內政部國土測繪中心,"EB50819619
乾坤測繪科技有限公司",收文完成
83,2025-01-10 14:08:01,中華民國114年1月10日,會勘通知單,桃工用,1140001556,"本市楊梅區「榮平路(台66快速路五段至榮平路268巷)道路改善工程」樁位成果點交
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
84,2025-01-10 13:53:15,中華民國114年1月10日,會勘通知單,桃工用,1140001476,"「龍潭區龍新路(桃20)霄裡溪至三和國小道路拓寬(一期)」道路中心及路權樁確認會勘
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
85,2025-01-10 13:53:05,中華民國114年1月10日,函,府建都,1140013650,"有關為辦理「南投市光華段1062地號土地逕為分割1案」之現場樁位點交作業，茲訂於114年1月22日(三)上午9時假南投縣南投市中正路194號(衛生福利部南投醫院)集合前往，屆時請派員辦理，請查照。
",南投縣政府,"EB50819619
乾坤測繪科技有限公司",收文完成
86,2025-01-09 11:10:45,中華民國114年1月9日,函,桃工用,1140001287,"為辦理「桃園市平鎮東龍科技園區聯外道路拓寬工程」需用土地地上物查估作業，請配合出席確認查估內容，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
87,2025-01-09 08:06:28,中華民國114年1月8日,函,大有行電,1140040001,"有關貴公司委託本所辦理「112年至113年度桃園市轄內興辦公共設施工程用地取得所需土地市價及地上物查估、測量作業暨相關計畫書製作委託專業服務(開口契約)」一案，本所依完成契約之工作項目請領服務費用，計新台幣492,228元整，檢附請款明細表1份，敬請查照。
",大有國際不動產估價師聯合事務所,"EB50819619
乾坤測繪科技有限公司",收文完成
88,2025-01-08 14:56:26,中華民國114年1月8日,函,桃工用,1140000610,"有關貴公司提送「112至113年度桃園市轄內興辦公共設施工程用地取得所需土地市價及地上物查估、測量作業暨相關計畫書製作委託專業服務(開口契約)後續擴充」教育訓練講習課程計畫書一案，經本局核准通過，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
89,2025-01-08 14:56:16,中華民國114年1月8日,函,桃工用,1140000690,"有關本府地政局為辦理本市114年地價及標準地價評議委員會預為審查專案小組第1次會議，詳如說明，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
90,2025-01-08 14:56:01,中華民國114年1月8日,函,桃工用,1140000691,"有關本府地政局為辦理本市114年地價及標準地價評議委員會預為審查專案小組第1次會議，詳如說明，請查照。
",桃園市政府工務局,"EB50819619
乾坤測繪科技有限公司",收文完成
